query,no,token,pos
전주 여행,197,으로,JKB
전주 여행,197,터미널,NNG
전주 여행,197,에서,JKB
전주 여행,197,버스,NNG
전주 여행,197,한옥,NNG
전주 여행,197,마을,NNG
전주 여행,198,일정,NNG
전주 여행,198,세요,EP+EF
전주 여행,198,에서,JKB
전주 여행,198,오전,NNG
전주 여행,198,출발,NNG
전주 여행,198,해서,XSV+EC
전주 여행,198,도착,NNG
전주 여행,198,부터,JX
전주 여행,198,시작,NNG
전주 여행,198,입니다,VCP+EF
전주 여행,198,후반,NNG
전주 여행,198,부부,NNG
전주 여행,198,차량,NNG
전주 여행,198,소유,NNG
전주 여행,198,경비,NNG
전주 여행,198,상관없,VA
전주 여행,198,습니다,EF
전주 여행,198,부탁드립니다,VV+EC
전주 여행,198,에서,JKB
전주 여행,198,여수,NNP
전주 여행,198,건데,NNB+VCP+EC
전주 여행,198,혹시,MAG
전주 여행,198,여수,NNG
전주 여행,198,까지,JX
전주 여행,198,추가,NNG
전주 여행,198,작성,NNG
전주 여행,198,부탁,NNG
전주 여행,198,드려요,VV+EC
전주 여행,199,여자,NNG
전주 여행,199,친구,NNG
전주 여행,199,여자,NNG
전주 여행,199,친구,NNG
전주 여행,199,예정,NNG
전주 여행,199,인데,VCP+EC
전주 여행,199,한옥,NNG
전주 여행,199,에서,JKB
전주 여행,199,잘까,VV+EF
전주 여행,199,호텔,NNG
전주 여행,199,에서,JKB
전주 여행,199,까요,EF
전주 여행,199,지역,NNG
전주 여행,199,마다,JX
전주 여행,199,유명,XR
전주 여행,199,서울,NNP
전주 여행,199,롯데,NNP
전주 여행,199,타워,NNG
전주 여행,199,남산,NNG
전주 여행,199,타워,NNG
전주 여행,199,이런,MM
전주 여행,199,으로,JKB
전주 여행,199,한옥,NNG
전주 여행,199,에서,JKB
전주 여행,199,많이,MAG
전주 여행,200,코스,NNG
전주 여행,200,알려,VV+EC
전주 여행,200,세요,EP+EF
전주 여행,200,인천,NNP
전주 여행,200,사람,NNG
전주 여행,200,인데,VCP+EC
전주 여행,200,내일,MAG
전주 여행,200,처음,NNG
전주 여행,200,으로,JKB
전주 여행,200,는데,EC
전주 여행,200,주가,NNG
전주 여행,200,어야,EC
전주 여행,200,음식,NNG
전주 여행,200,이랑,JKB
전주 여행,200,코스,NNG
전주 여행,200,알려,VV+EC
전주 여행,200,세요,EP+EF
전주 여행,200,부탁드려요,VV+EF
전주 여행,200,안녕,IC
전주 여행,200,세요,EP+EF
전주 여행,200,처음,NNG
전주 여행,200,으로,JKB
전주 여행,200,한옥마을,NNP
전주 여행,200,추천,NNG
전주 여행,200,드립니다,VV+EC
전주 여행,200,한옥마을,NNP
전주 여행,200,한복,NNG
전주 여행,200,체험,NNG
전주 여행,200,길거리,NNG
전주 여행,200,음식,NNG
전주 여행,200,식당,NNG
전주 여행,201,커플,NNG
전주 여행,201,려고,EC
전주 여행,201,는데,EC
전주 여행,201,추천,NNG
전주 여행,201,세요,EP+EF
전주 여행,201,숙소,NNG
전주 여행,201,거리,NNG
전주 여행,201,맛집,NNG
전주 여행,201,등등,NNB
전주 여행,201,추천,NNG
전주 여행,201,감사,NNG
전주 여행,201,습니다,EF
전주 여행,201,한옥마을,NNP
전주 여행,201,겁니다,NNB+VCP+EF
전주 여행,201,답변,NNG
전주 여행,201,도움,NNG
전주 여행,201,으면,EC
전주 여행,201,습니다,EF
전주 여행,201,한옥마을,NNP
전주 여행,201,한옥마을,NNP
전주 여행,201,맛집,NNG
전주 여행,201,거리,EC
전주 여행,201,추천,NNG
전주 여행,202,뚜벅,MAG
전주 여행,202,코스,NNG
전주 여행,202,남친,NNG
전주 여행,202,이랑,JC
전주 여행,202,는데,EC
전주 여행,202,뚜벅,MAG
전주 여행,202,에요,EF
전주 여행,202,숙소,NNG
전주 여행,202,한옥마을,NNP
전주 여행,202,인데,VCP+EC
전주 여행,202,이틀,NNG
전주 여행,202,동안,NNG
전주 여행,202,코스,NNG
전주 여행,202,추천,NNG
전주 여행,202,이나,JC
전주 여행,202,맛집,NNG
전주 여행,202,추천,NNG
전주 여행,202,부탁,NNG
전주 여행,202,드려요,VV+EC
전주 여행,202,광고,NNG
전주 여행,202,어요,EF
전주 여행,202,남친,NNG
전주 여행,202,이랑,JC
전주 여행,202,는데,EC
전주 여행,202,뚜벅,MAG
전주 여행,202,에요,EF
전주 여행,202,숙소,NNG
전주 여행,202,한옥마을,NNP
전주 여행,203,펜션,NNG
전주 여행,203,한옥,NNG
전주 여행,203,으로,JKB
전주 여행,203,이번,NNG
전주 여행,203,남자,NNG
전주 여행,203,친구,NNG
전주 여행,203,같이,MAG
전주 여행,203,해서,VV+EC
전주 여행,203,얼른,MAG
전주 여행,203,펜션,NNG
전주 여행,203,봐야,VX+EC
전주 여행,203,는데,EC
전주 여행,203,한옥,NNG
전주 여행,203,마을,NNG
전주 여행,203,근처,NNG
전주 여행,203,한옥,NNG
전주 여행,203,느낌,MAG
전주 여행,203,펜션,NNG
전주 여행,203,으로,JKB
전주 여행,203,을까요,EC
전주 여행,203,내부,NNG
전주 여행,203,정감,NNG
전주 여행,203,분위기,NNG
전주 여행,203,아요,EF
전주 여행,203,빠른,VA+ETM
전주 여행,203,답변,NNG
전주 여행,203,부탁,NNG
전주 여행,204,커플,NNG
전주 여행,204,대해,VV+EC
전주 여행,204,도움,NNG
전주 여행,204,드릴게요,VV+EC
전주 여행,204,남자,NNG
전주 여행,204,친구,NNG
전주 여행,204,이용,NNG
전주 여행,204,할지,XSV+EC
전주 여행,204,이용,NNG
전주 여행,204,할지,XSV+EC
전주 여행,204,대해서,VV+EC
전주 여행,204,여러,MM
전주 여행,204,가지,NNBC
전주 여행,204,요소,NNG
전주 여행,204,고려,NNG
전주 여행,204,셔야,EP+EC
전주 여행,204,합니다,VX+EF
전주 여행,204,만약,MAG
전주 여행,204,교통,NNG
전주 여행,204,체증,NNG
전주 여행,204,예상,NNG
전주 여행,204,날짜,NNG
전주 여행,204,라면,NNG
전주 여행,204,이용,NNG
전주 여행,204,편할,VA+ETM
전주 여행,204,습니다,EF
전주 여행,204,또한,MAJ
전주 여행,204,남자,NNG
전주 여행,204,친구,NNG
전주 여행,205,고등학교,NNG
전주 여행,205,친구,NNG
전주 여행,205,당일치기,NNG
전주 여행,205,지금,MAG
전주 여행,205,고등학교,NNG
전주 여행,205,학년,NNG
전주 여행,205,친구,NNG
전주 여행,205,함께,MAG
전주 여행,205,당일,NNG
전주 여행,205,예정,NNG
전주 여행,205,인데,VCP+EC
전주 여행,205,부모,NNG
전주 여행,205,라고,VCP+EC
전주 여행,205,말씀,NNG
전주 여행,205,드리,VV
전주 여행,205,허락,NNG
전주 여행,205,을까요,EC
전주 여행,205,고등학교,NNG
전주 여행,205,시절,NNG
전주 여행,205,친구,NNG
전주 여행,205,소중,XR
전주 여행,205,추억,NNG
전주 여행,205,만들,VV
전주 여행,205,위해,VV+EC
전주 여행,205,다녀오,VV
전주 여행,205,습니다,EF
전주 여행,206,코스,NNG
전주 여행,206,추천,NNG
전주 여행,206,습니다,EF
전주 여행,206,뭔가,NP+VCP+EC
전주 여행,206,박물관,NNG
전주 여행,206,관람,NNG
전주 여행,206,이나,JC
전주 여행,206,자연,NNG
전주 여행,206,경치,NNG
전주 여행,206,구경,NNG
전주 여행,206,등등,NNB
전주 여행,206,별루,NNG
전주 여행,206,추천,NNG
전주 여행,206,부탁,NNG
전주 여행,206,드립니다,VV+EC
전주 여행,206,코스,NNG
전주 여행,206,추천,NNG
전주 여행,206,드릴게요,VX+EF
전주 여행,206,전통,NNG
전주 여행,206,음식,NNG
전주 여행,206,문화,NNG
전주 여행,206,풍부,XR
전주 여행,206,으로,JKB
전주 여행,206,유명,XR
전주 여행,206,한데,XSA+EC
전주 여행,206,여러,MAG
전주 여행,206,즐길,VV+ETM
전주 여행,206,거리,NNG
전주 여행,206,아서,EC
전주 여행,206,즐거운,VA+ETM
전주 여행,206,즐길,VV+ETM
전주 여행,206,예요,VCP+EF
전주 여행,207,숙소,NNG
전주 여행,207,갈만,NNG
전주 여행,207,알려,VV+EC
전주 여행,207,세요,EP+EF
전주 여행,207,남자,NNG
전주 여행,207,친구,NNG
전주 여행,207,오랜만,NNG
전주 여행,207,정말,MAG
전주 여행,207,괜찮,VA
전주 여행,207,숙소,NNG
전주 여행,207,예약,NNG
전주 여행,207,어서,EC
전주 여행,207,많이,MAG
전주 여행,207,많이,MAG
전주 여행,207,답변,NNG
전주 여행,207,주세,NNG
전주 여행,207,안녕,NNG
전주 여행,207,세요,EP+EF
전주 여행,207,여기,VV
전주 여행,207,입니다,VCP+EF
전주 여행,207,질문,NNG
전주 여행,207,숙소,NNG
전주 여행,207,관련,NNG
전주 여행,207,답변,NNG
전주 여행,207,드리,VV
전주 여행,207,도록,EC
전주 여행,207,습니다,EF
전주 여행,207,다음,NNG
전주 여행,208,경비,NNG
전주 여행,208,보통,NNG
전주 여행,208,경비,NNG
전주 여행,208,얼마,NNG
전주 여행,208,정도,NNG
전주 여행,208,드나,VV
전주 여행,208,숙소,NNG
전주 여행,208,인데,VCP+EC
전주 여행,208,려고,EC
전주 여행,208,비싼,VA+ETM
전주 여행,208,건가요,NNB+VCP+EC
전주 여행,208,보통,NNG
전주 여행,208,경비,NNG
전주 여행,208,얼마,NNG
전주 여행,208,정도,NNG
전주 여행,208,드나,VV
전주 여행,208,숙소,NNG
전주 여행,208,인데,VCP+EC
전주 여행,208,려고,EC
전주 여행,208,비싼,VA+ETM
전주 여행,208,건가요,NNB+VCP+EC
전주 여행,208,질문,NNG
전주 여행,208,도움,NNG
전주 여행,209,추석,NNG
전주 여행,209,려고,EC
전주 여행,209,는데,EC
전주 여행,209,그때,NNG
전주 여행,209,한옥마을,NNP
전주 여행,209,관광지,NNG
전주 여행,209,을까요,EC
전주 여행,209,려고,EC
전주 여행,209,는데,EC
전주 여행,209,그때,NNG
전주 여행,209,한옥마을,NNP
전주 여행,209,관광지,NNG
전주 여행,209,을까요,EC
전주 여행,209,추석,NNG
전주 여행,209,당일,NNG
전주 여행,209,습니다,EF
전주 여행,209,에도,NNP
전주 여행,209,이벤트,NNG
전주 여행,209,진행,NNG
전주 여행,209,입니다,VCP+EC
전주 여행,210,부모,NNG
전주 여행,210,려고,EC
전주 여행,210,는데,EC
전주 여행,210,정보,NNG
전주 여행,210,하나,NR
전주 여행,210,어서요,EC
전주 여행,210,숙소,NNG
전주 여행,210,어디,NP
전주 여행,210,은지,EC
전주 여행,210,관광지,NNG
전주 여행,210,어디,NP
전주 여행,210,는지,EC
전주 여행,210,추천,NNG
전주 여행,210,부탁,NNG
전주 여행,210,드려요,VV+EC
전주 여행,210,맛집,NNG
전주 여행,210,국내,NNG
전주 여행,210,주달,NNG
전주 여행,210,티비,NNG
전주 여행,210,코스,NNG
전주 여행,210,여수,NNG
전주 여행,211,코스,NNG
전주 여행,211,질문,NNG
전주 여행,211,코스,NNG
전주 여행,211,전라도,NNP
전주 여행,211,어서,EC
전주 여행,211,맛집,NNG
전주 여행,211,국내,NNG
전주 여행,211,주달,NNG
전주 여행,211,티비,NNG
전주 여행,211,코스,NNG
전주 여행,211,여수,NNG
전주 여행,211,여수,NNG
전주 여행,211,제주,NNP
전주 여행,211,제주도,NNP
전주 여행,211,전문,NNG
전주 여행,211,언서,NNG
전주 여행,212,려는데,EC
전주 여행,212,여행지,NNG
전주 여행,212,맛집,NNG
전주 여행,212,추천,NNG
전주 여행,212,세요,EP+EF
전주 여행,212,보리암,NNP
전주 여행,212,다랭이,NNG
전주 여행,212,독일,NNP
전주 여행,212,마을,NNG
전주 여행,212,한옥마을,NNP
전주 여행,212,두세,MM
전주 여행,212,맛집,NNG
전주 여행,212,빨리,MAG
전주 여행,212,추천,NNG
전주 여행,212,세요,EP+EF
전주 여행,212,라서,EC
전주 여행,212,추천,NNG
전주 여행,212,셔도,EP+EC
전주 여행,212,됩니다,VV+EF
전주 여행,212,맛집,NNG
전주 여행,213,간다면,VV+EC
전주 여행,213,비용,NNG
전주 여행,213,얼마,NNG
전주 여행,213,나올까요,VV+EF
전주 여행,213,비용,NNG
전주 여행,213,여러,MM
전주 여행,213,요소,NNG
전주 여행,213,따라,VV+EC
전주 여행,213,달라지,VV
전주 여행,213,지만,EC
전주 여행,213,일반,NNG
전주 여행,213,으로,JKB
전주 여행,213,다음,NNG
전주 여행,213,항목,NNG
전주 여행,213,포함,NNG
전주 여행,213,됩니다,XSV+EF
전주 여행,213,교통비,NNG
전주 여행,213,까지,JX
전주 여행,213,이동,NNG
전주 여행,213,위한,VV+ETM
전주 여행,213,교통,NNG
전주 여행,213,비용,NNG
전주 여행,213,입니다,VCP+EF
전주 여행,214,코스,NNG
전주 여행,214,세요,EP+EF
전주 여행,214,코스,NNG
전주 여행,214,드릴,VX+ETM
전주 여행,214,습니다,EF
전주 여행,214,역사,NNG
전주 여행,214,유적지,NNG
전주 여행,214,전통문화,NNG
전주 여행,214,빛나,VV
전주 여행,214,으로,JKB
전주 여행,214,유명,XR
전주 여행,214,한데요,XSA+EF
전주 여행,214,먼저,MAG
전주 여행,214,한옥마을,NNP
전주 여행,214,방문,NNG
전주 여행,214,아름다움,VA+ETN
전주 여행,214,느낄,VV+ETM
전주 여행,214,습니다,EF
전주 여행,214,시작,NNG
전주 여행,214,라고,EC
전주 여행,214,한옥,NNG
전주 여행,214,마을,NNG
전주 여행,214,에서,JKB
전주 여행,215,완주,NNG
전주 여행,215,맛집,NNG
전주 여행,215,국내,NNG
전주 여행,215,주달,NNG
전주 여행,215,티비,NNG
전주 여행,215,코스,NNG
전주 여행,215,여수,NNG
전주 여행,215,여수,NNG
전주 여행,215,제주,NNP
전주 여행,215,제주도,NNP
전주 여행,215,전문,NNG
전주 여행,215,언서,NNG
전주 여행,215,주달,NNG
전주 여행,215,봉이,NNG
전주 여행,215,입니다,VCP+EF
전주 여행,215,완주,NNP
전주 여행,215,어느,MM
전주 여행,215,느냐,EC
전주 여행,215,따라,VV+EC
전주 여행,216,부탁,NNG
전주 여행,216,드립니다,VV+EC
전주 여행,216,맛집,NNG
전주 여행,216,국내,NNG
전주 여행,216,주달,NNG
전주 여행,216,티비,NNG
전주 여행,216,코스,NNG
전주 여행,216,여수,NNG
전주 여행,216,여수,NNG
전주 여행,216,제주,NNP
전주 여행,216,제주도,NNP
전주 여행,216,전문,NNG
전주 여행,216,언서,NNG
전주 여행,216,주달,NNG
전주 여행,216,봉이,NNG
전주 여행,216,입니다,VCP+EF
전주 여행,216,코스,NNG
전주 여행,217,관련,NNG
전주 여행,217,맛집,NNG
전주 여행,217,국내,NNG
전주 여행,217,주달,NNG
전주 여행,217,티비,NNG
전주 여행,217,코스,NNG
전주 여행,217,여수,NNG
전주 여행,217,여수,NNG
전주 여행,217,제주,NNP
전주 여행,217,제주도,NNP
전주 여행,217,전문,NNG
전주 여행,217,언서,NNG
전주 여행,217,주달,NNG
전주 여행,217,봉이,NNG
전주 여행,217,입니다,VCP+EF
전주 여행,217,주말,NNG
전주 여행,217,인지,VCP+EC
전주 여행,217,평일,NNG
전주 여행,217,인지,VCP+EC
전주 여행,217,따라,VV+EC
전주 여행,217,다릅니다,VA+EC
전주 여행,218,려고,EC
전주 여행,218,어떤,MM
전주 여행,218,적당,XR
전주 여행,218,할지,XSA+EC
전주 여행,218,추천,NNG
전주 여행,218,세요,EP+EF
전주 여행,218,맛집,NNG
전주 여행,218,국내,NNG
전주 여행,218,주달,NNG
전주 여행,218,티비,NNG
전주 여행,218,코스,NNG
전주 여행,218,여수,NNG
전주 여행,218,여수,NNG
전주 여행,218,제주,NNP
전주 여행,218,제주도,NNP
전주 여행,218,전문,NNG
전주 여행,218,언서,NNG
전주 여행,218,주달,NNG
전주 여행,218,봉이,NNG
전주 여행,218,입니다,VCP+EC
전주 여행,219,가시,VV
전주 여행,219,는군요,EC
전주 여행,219,그렇,VA
전주 여행,219,다면,EC
전주 여행,219,에서,JKB
전주 여행,219,연인,NNG
전주 여행,219,제일,MAG
전주 여행,219,많이,MAG
전주 여행,219,추천,NNG
전주 여행,219,드리,VX
전주 여행,219,습니다,EF
전주 여행,219,한옥마을,NNP
전주 여행,219,동물원,NNP
전주 여행,219,한국도로공사,NNP
전주 여행,219,수목원,NNG
전주 여행,219,향교,NNP
전주 여행,219,덕진,NNP
전주 여행,219,공원,NNG
전주 여행,220,비용,NNG
전주 여행,220,맛집,NNG
전주 여행,220,국내,NNG
전주 여행,220,주달,NNG
전주 여행,220,티비,NNG
전주 여행,220,코스,NNG
전주 여행,220,여수,NNG
전주 여행,220,여수,NNG
전주 여행,220,제주,NNP
전주 여행,220,제주도,NNP
전주 여행,220,전문,NNG
전주 여행,220,언서,NNG
전주 여행,220,주달,NNG
전주 여행,220,봉이,NNG
전주 여행,220,입니다,VCP+EF
전주 여행,220,한옥마을,NNP
전주 여행,220,입장료,NNG
전주 여행,220,따로,MAG
전주 여행,220,습니다,EF
전주 여행,220,기본,NNG
전주 여행,221,초등,NNG
전주 여행,221,학년,NNG
전주 여행,221,수학,NNG
전주 여행,221,코스,NNG
전주 여행,221,관광,NNG
전주 여행,221,달인,NNG
전주 여행,221,주달,NNG
전주 여행,221,봉이,NNG
전주 여행,221,께서,JKS
전주 여행,221,코스,NNG
전주 여행,221,추천,NNG
전주 여행,221,대단히,MAG
전주 여행,221,감사,NNG
전주 여행,221,드리,VV
전주 여행,221,습니다,EF
전주 여행,221,맛집,NNG
전주 여행,221,국내,NNG
전주 여행,221,주달,NNG
전주 여행,221,티비,NNG
전주 여행,221,코스,NNG
전주 여행,221,여수,NNG
전주 여행,221,여수,NNG
전주 여행,221,제주,NNP
전주 여행,222,이번,NNG
전주 여행,222,처음,MAG
전주 여행,222,는데,EC
전주 여행,222,추천,NNG
전주 여행,222,세요,EP+EF
전주 여행,222,은데,EC
전주 여행,222,위주,NNG
전주 여행,222,해요,VX+EF
전주 여행,222,트레,NNP
전주 여행,222,해요,VX+EF
전주 여행,222,계획,NNG
전주 여행,222,군요,EF
전주 여행,222,다양,XR
전주 여행,222,볼거리,NNG
전주 여행,223,비용,NNG
전주 여행,223,숙박비,NNG
전주 여행,223,제외,NNG
전주 여행,223,일인,NNG
전주 여행,223,대략,MAG
전주 여행,223,얼마,NNG
전주 여행,223,필요,NNG
전주 여행,223,나요,EC
전주 여행,223,숙박비,NNG
전주 여행,223,교통비,NNG
전주 여행,223,제외,NNG
전주 여행,223,가능,NNG
전주 여행,223,할까요,XSA+EC
전주 여행,223,숙박비,NNG
전주 여행,223,제외,NNG
전주 여행,223,일인,NNG
전주 여행,223,대략,MAG
전주 여행,223,얼마,NNG
전주 여행,223,필요,NNG
전주 여행,223,나요,EC
전주 여행,223,숙박비,NNG
전주 여행,223,교통비,NNG
전주 여행,223,제외,NNG
전주 여행,224,크리스마스,NNG
전주 여행,224,맛집,NNG
전주 여행,224,국내,NNG
전주 여행,224,주달,NNG
